,BGc,,BGp,,CZc,,CZp,,DEc,,DEp,,DKc,,DKp,,ESc,,ESp,,FIc,,FIp,,HRc,,HRp,,HUc,,HUp,,ITc,,ITp,,IEc,,NLc,,NLp,,PLc,,PLp,,ROc,,ROp,,GRc,,GRp,,
,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,
main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-6am,0.836259973,,,,-0.985536848,,,,-0.882877761,,,,0.468965083,,,,-0.646919262,,,,0.925036909,,,,-0.130900139,,,,-0.820779309,,,,-0.970581052,,,,,,-0.712748642,,,,-0.713375476,,,,-0.300511687,,,,0.61142241,,,,
7-16pm,-0.16921899,,,,-0.827882015,,,,-0.276656635,,,,0.348748267,,,,0.567697681,,,,-0.779388033,,,,-0.800604674,,,,-0.633214602,,,,-0.97670423,,,,,,-0.511457631,,,,-0.756657656,,,,-0.799622246,,,,-0.055310398,,,,
17-23,-0.548236015,,,,-0.965380721,,,,-0.686549314,,,,0.4366702,,,,0.078139554,,,,0.972403597,,,,0.663069568,,,,-0.816862424,,,,-0.925021719,,,,,,0.410659793,,,,-0.896185547,,,,-0.611330411,,,,-0.757822652,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.258576154,,0.556807863,,0.224229746,,1.627374,17.91015167,0.410544583,11.73684471,1.6138775,21.632175,0.302484088,4.221378708,1.567692583,18.24978542,0.708753813,7.290430292,1.771667,23.48934167,0.463353858,7.226952208,0.823595608,8.237545167,0.082543308,1.814735075,1.75033575,20.96037417,0.045575242,1.10991775,1.749937917,20.27499708,0.738910454,10.2469755,1.988685292,24.02534708,0.020965554,0.177786408,0.086574896,1.037068233,1.883282833,25.10118167,0.101082708,8.542005125,0.797394833,10.41289479,0.021207279,0.8378932,-0.09045635,-2.724472,0.174796892,2.296751746,1.284624775,11.13133388,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.263456538,,0.5282538,,0.230574113,,1.601981,,0.45699595,,1.6187355,,0.269712088,,1.559342625,,0.79973535,,1.7866005,,0.421910163,,0.758159038,,0.053831188,,1.694519375,,0.055019413,,1.692449375,,0.788180188,,1.978045625,,,,0.0662031,,1.927520625,,0.099954813,,0.728616088,,0.031831025,,-0.088849013,,0.215971013,,1.168397388,,
,0.258467388,,0.471754175,,0.238232263,,1.4676655,,0.3563651,,1.430545875,,0.3400907,,1.416675375,,0.588388725,,1.644851125,,0.522022288,,0.863993188,,0.096661713,,1.657637625,,0.039655888,,1.656723125,,0.70431045,,1.821886875,,,,0.118214913,,1.63590775,,0.1291233,,0.75139295,,0.010518525,,-0.083204613,,0.174565875,,1.179880688,,
,0.253804538,,0.670415613,,0.203882863,,1.8124755,,0.4182727,,1.792351125,,0.297649475,,1.72705975,,0.738137363,,1.883549375,,0.446129125,,0.8486346,,0.097137025,,1.89885025,,0.042050425,,1.90064125,,0.724240725,,2.166123375,,,,0.075306675,,2.086420125,,0.074170013,,0.912175463,,0.021272288,,-0.099315425,,0.133853788,,1.50559625,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.263456538,0.258467388,0.253804538,BG,,,,Coal_1H,Coal_2H,Coal_3H,Price _1H,Price_2H,Price_3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5282538,0.471754175,0.670415613,,,,,0.263456538,0.258467388,0.253804538,0.5282538,0.471754175,0.670415613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.230574113,0.238232263,0.203882863,CZ,,,,0.230574113,0.238232263,0.203882863,1.601981,1.4676655,1.8124755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.601981,1.4676655,1.8124755,,,,,0.45699595,0.3563651,0.4182727,1.6187355,1.430545875,1.792351125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.45699595,0.3563651,0.4182727,DE,,,,0.269712088,0.3400907,0.297649475,1.559342625,1.416675375,1.72705975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6187355,1.430545875,1.792351125,,,,,0.79973535,0.588388725,0.738137363,1.7866005,1.644851125,1.883549375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.269712088,0.3400907,0.297649475,DK,,,,0.421910163,0.522022288,0.446129125,0.758159038,0.863993188,0.8486346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.559342625,1.416675375,1.72705975,,,,,0.215971013,0.174565875,0.133853788,1.168397388,1.179880688,1.50559625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.79973535,0.588388725,0.738137363,ES,,,,0.053831188,0.096661713,0.097137025,1.694519375,1.657637625,1.89885025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7866005,1.644851125,1.883549375,,,,,0.055019413,0.039655888,0.042050425,1.692449375,1.656723125,1.90064125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.421910163,0.522022288,0.446129125,FI,,,,0.788180188,0.70431045,0.724240725,1.978045625,1.821886875,2.166123375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.758159038,0.863993188,0.8486346,,,,,0.0662031,0.118214913,0.075306675,1.927520625,1.63590775,2.086420125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.215971013,0.174565875,0.133853788,GR,,,,0.099954813,0.1291233,0.074170013,0.728616088,0.75139295,0.912175463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.168397388,1.179880688,1.50559625,,,,,0.031831025,0.010518525,0.021272288,-0.088849013,-0.083204613,-0.099315425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.053831188,0.096661713,0.097137025,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.694519375,1.657637625,1.89885025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.055019413,0.039655888,0.042050425,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.692449375,1.656723125,1.90064125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.788180188,0.70431045,0.724240725,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.978045625,1.821886875,2.166123375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0662031,0.118214913,0.075306675,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.927520625,1.63590775,2.086420125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.099954813,0.1291233,0.074170013,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.728616088,0.75139295,0.912175463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.031831025,0.010518525,0.021272288,RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.088849013,-0.083204613,-0.099315425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
